City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
534,qasigiannguit,68.8193,-51.1922,-18.15,74,56,4.18,GL,1676424714
535,marawi,7.9986,124.2928,69.12,93,100,2.77,PH,1676424714
536,balikpapan,-1.2675,116.8289,76.19,88,40,2.3,ID,1676424715
537,barentu,15.1139,37.5928,66.11,74,8,4.05,ER,1676424715
538,iwata,34.7,137.85,42.85,33,93,11.01,JP,1676424715
539,sangar,63.9242,127.4739,-29.78,93,20,0.69,RU,1676424715
540,angoche,-16.2325,39.9086,76.05,87,100,8.86,MZ,1676424716
541,bardiyah,31.7561,25.0865,54.18,60,82,12.33,LY,1676424716
542,linxia,35.6003,103.2064,24.4,78,14,0.74,CN,1676424716
543,kenora,49.8167,-94.4337,34.77,69,100,13.8,CA,1676424716
544,piacabucu,-10.4056,-36.4344,77.67,78,48,7.83,BR,1676424717
545,lucapa,-8.4192,20.7447,64.63,90,67,2.17,AO,1676424717
546,batagay-alyta,67.8006,130.4114,-30.68,89,23,3.31,RU,1676424717
547,khorramshahr,30.4397,48.1664,49.96,71,75,4.61,IR,1676424718
548,portland,45.5234,-122.6762,43.77,81,75,3.44,US,1676424449
